Unnamed: 0,title,link,post_index,date,have_chaolianjie,have_newmedia,have_tupian1yinpin1shipin,is_origin,read_num,like_num,old_like_num,content
68,中州学刊•观点 |林克勤•认知传播学的三大价值题域,http://mp.weixin.qq.com/s?__biz=MzA3MTQ2NzY4MQ==&mid=2655571890&idx=1&sn=d831e8ed58490d606a87e94fa7dd374a&chksm=8491787cb3e6f16a486835df5698dfd46b18c8e2efcd8ca202094cf6808c0e5d0931d2e539ee#rd,1,2022-3-25,0.0,1.0,1.0,0.0,,,,
69,中州学刊•观点 |朱婧雯•建构主义视域下媒介化知识传播与社会认知,http://mp.weixin.qq.com/s?__biz=MzA3MTQ2NzY4MQ==&mid=2655571889&idx=1&sn=8aa8e0958e5a26275fd2d35b76520664&chksm=8491787fb3e6f1690b8a37adfe1df68e55353876c54767a6269d85c53aa95d201d51c428f8db#rd,1,2022-3-24,0.0,1.0,1.0,0.0,,,,
70,中州学刊•观点 |李城  欧阳宏生•认知交互视域下网络知识的生产与传播,http://mp.weixin.qq.com/s?__biz=MzA3MTQ2NzY4MQ==&mid=2655571887&idx=1&sn=d06d2ba65f1cb75aefcb13470efd75a0&chksm=84917861b3e6f177e90112ead4475729413a3a56dc722b5a3c77fa42e561d6742da2e5924670#rd,1,2022-3-23,0.0,1.0,1.0,0.0,,,,
71,中州学刊 | 2022年第2期目录及摘要,http://mp.weixin.qq.com/s?__biz=MzA3MTQ2NzY4MQ==&mid=2655571843&idx=1&sn=4dbc00b91d2f7698232b02d7fce57c3c&chksm=8491784db3e6f15bdf92762ec47d0f4e955b40fd88af46f7f32e3527cd951ca496c28e7aaac3#rd,1,2022-3-9,0.0,1.0,1.0,0.0,,,,
72,中州学刊•观点 |徐旭初•合作社的三重面相：设定、嵌入与策略性,http://mp.weixin.qq.com/s?__biz=MzA3MTQ2NzY4MQ==&mid=2655571835&idx=1&sn=e57ff7555490e58745988d1e645580cb&chksm=849178b5b3e6f1a30d79f52656e1466293e7fbf0dc391086a035378524c81dc9fe3897715a44#rd,1,2022-2-9,0.0,1.0,1.0,0.0,,,,
73,中州学刊•观点 |丁声俊•“大国粮安”视域下加强生物安全保障体系建设研究,http://mp.weixin.qq.com/s?__biz=MzA3MTQ2NzY4MQ==&mid=2655571834&idx=1&sn=d790bfab97b90ecca399a682c02d92b5&chksm=849178b4b3e6f1a2a1fd2a4a1fc8dd673bec85cc953e70a2945d741398e4d02a37a80b68d59e#rd,1,2022-2-8,0.0,1.0,1.0,0.0,,,,
74,中州学刊•观点 |吴天明•六代道德论,http://mp.weixin.qq.com/s?__biz=MzA3MTQ2NzY4MQ==&mid=2655571824&idx=1&sn=07afa407951f37243e66a07895c8edd6&chksm=849178beb3e6f1a8f3eaee25112753fac51d1803d2ac28cd9e5dd070116dac23e89a6913d8ec#rd,1,2022-2-7,0.0,1.0,1.0,0.0,,,,
75,中州学刊•观点 |孙佑海•论构建和完善促进共同富裕的法律体系,http://mp.weixin.qq.com/s?__biz=MzA3MTQ2NzY4MQ==&mid=2655571823&idx=1&sn=da866613bfc23738524554c952485ca4&chksm=849178a1b3e6f1b7e20276a5e5ccf9b009d1f61b6c67709abe64d35e015272216cdecef5a2b6#rd,1,2022-1-26,0.0,1.0,1.0,0.0,,,,
76,中州学刊•观点 |关保英•论行政法典总则与部门行政法及其成典的关系,http://mp.weixin.qq.com/s?__biz=MzA3MTQ2NzY4MQ==&mid=2655571823&idx=2&sn=bfd039e85cd3b961961fbb505d4b040c&chksm=849178a1b3e6f1b7273c90e7a5956d223cc4fe2bf9d9083a217aea3f9fc1201801784351d73d#rd,2,2022-1-26,0.0,1.0,1.0,0.0,,,,
77,中州学刊•观点 |崔建远•论利息之债,http://mp.weixin.qq.com/s?__biz=MzA3MTQ2NzY4MQ==&mid=2655571823&idx=3&sn=409866de0879b3dc9ddfcd1f0f942745&chksm=849178a1b3e6f1b764252419fefa703849b82db5fcf283b21f93878e2095c9d0c1a7cb16f1f9#rd,3,2022-1-26,0.0,1.0,1.0,0.0,,,,
78,中州学刊 | 2022年第1期目录及摘要,http://mp.weixin.qq.com/s?__biz=MzA3MTQ2NzY4MQ==&mid=2655571801&idx=1&sn=2c565f1b0127a69b231cd8e88454028f&chksm=84917897b3e6f1815d4bec84b7a0739038732e47b3d02dfc6473b87a180abd38a2e8aa5abd9c#rd,1,2022-1-25,0.0,1.0,1.0,0.0,,,,
79,中州学刊•发布| 《中州学刊》2022年度重点选题,http://mp.weixin.qq.com/s?__biz=MzA3MTQ2NzY4MQ==&mid=2655571784&idx=1&sn=e4d0fefcac17c8df50ad304ec3fa5443&chksm=84917886b3e6f1900ef71e41a293b978645472dd5d6d769c806cb07bd2d4570e8174eebcac1f#rd,1,2021-12-29,0.0,1.0,1.0,0.0,,,,
80,中州学刊•目录 | 2021年第12期目录,http://mp.weixin.qq.com/s?__biz=MzA3MTQ2NzY4MQ==&mid=2655571783&idx=1&sn=b189fce399209d02515f2946bbb986ce&chksm=84917889b3e6f19fcc5fb184ddceb41ddf35000e62e18d0b805ebaf1b761840226f59680fa65#rd,1,2021-12-28,0.0,1.0,1.0,0.0,,,,
81,中州学刊•目录 | 2021年第11期目录,http://mp.weixin.qq.com/s?__biz=MzA3MTQ2NzY4MQ==&mid=2655571774&idx=1&sn=37dcf5ce0243c92d31c8bdd12092b807&chksm=849178f0b3e6f1e64fa11641fb901883ca422fb9044bf0138c4bc9e29aa43f1f60106d390981#rd,1,2021-11-30,0.0,1.0,1.0,1.0,,,,
82,中州学刊•观点 |李晨阳•荀子欲物关系新解,http://mp.weixin.qq.com/s?__biz=MzA3MTQ2NzY4MQ==&mid=2655571768&idx=1&sn=64093e782e5f7b968d20343c384d24db&chksm=849178f6b3e6f1e05bbe12eb21c4033e1d55c3f96d736f7417d787c0e3894cae4154588b9bb9#rd,1,2021-11-26,0.0,1.0,1.0,0.0,,,,
83,中州学刊•观点 |许美平•荀子礼制构建的价值基础,http://mp.weixin.qq.com/s?__biz=MzA3MTQ2NzY4MQ==&mid=2655571768&idx=2&sn=452af108305262d826de5a0831fdd9a7&chksm=849178f6b3e6f1e0a5812a30836e167975d2b1502529b86302f8261b60066484c1aa1bd6001d#rd,2,2021-11-26,0.0,1.0,1.0,0.0,,,,
84,中州学刊•目录 | 2021年第10期目录,http://mp.weixin.qq.com/s?__biz=MzA3MTQ2NzY4MQ==&mid=2655571758&idx=1&sn=392acc08125178379f8d59fa1fe4db91&chksm=849178e0b3e6f1f6ebbaf229568fa4a35fa3214d378366cc47b0a9c7e3bd66907817d55c15ce#rd,1,2021-10-28,0.0,1.0,1.0,0.0,,,,
85,中州学刊•目录 | 2021年第9期目录,http://mp.weixin.qq.com/s?__biz=MzA3MTQ2NzY4MQ==&mid=2655571753&idx=1&sn=05873932719c617464669590605a2ad7&chksm=849178e7b3e6f1f1a36fe858a2d457d5770928b10c06b69706df0be7fd6586ce1e83e9bc3e7b#rd,1,2021-9-30,0.0,1.0,1.0,0.0,,,,
86,中州学刊•目录 | 2021年第8期目录,http://mp.weixin.qq.com/s?__biz=MzA3MTQ2NzY4MQ==&mid=2655571748&idx=1&sn=de8955fccc15b74eac117abd966d45d5&chksm=849178eab3e6f1fc7b343ce7f92efa7948bb7a65ea07f79cf2f650a0886a19abf21c1f4fdfc4#rd,1,2021-8-31,0.0,1.0,1.0,0.0,,,,
87,中州学刊•目录 | 2021年第7期目录,http://mp.weixin.qq.com/s?__biz=MzA3MTQ2NzY4MQ==&mid=2655571743&idx=1&sn=fdac86c3faa2e5cbd365af0d987fd6da&chksm=849178d1b3e6f1c7086a9fbfeeb9f7afd9b521fdd4a149b7561e0480e77c285b3f6af575aa20#rd,1,2021-8-2,0.0,1.0,1.0,0.0,,,,
88,中州学刊•观点 |高强 曾恒源 张云华•农村“政经分开”改革：挑战、重点与建议,http://mp.weixin.qq.com/s?__biz=MzA3MTQ2NzY4MQ==&mid=2655571738&idx=1&sn=1b773529b7919b1927c08a9320837c6e&chksm=849178d4b3e6f1c2b026df87601382211269807191834f2c189e493eeac6702f9c7bcf04026f#rd,1,2021-6-28,0.0,1.0,1.0,0.0,,,,
89,中州学刊•目录 | 2021年第6期目录,http://mp.weixin.qq.com/s?__biz=MzA3MTQ2NzY4MQ==&mid=2655571732&idx=1&sn=f32d7fd8f5eaadf5ad167159268c9f22&chksm=849178dab3e6f1cce0f0265403b02ac1610cce7e3d005b19c7d4791a69297073820bb06e9ff9#rd,1,2021-6-22,0.0,1.0,1.0,0.0,,,,
90,中州学刊•目录 | 2021年第5期目录,http://mp.weixin.qq.com/s?__biz=MzA3MTQ2NzY4MQ==&mid=2655571726&idx=1&sn=2bb44ebab7f795b03d092acb8c6b91c1&chksm=849178c0b3e6f1d6b0250485aa00c1179ed5582d772225655a67c289496f31952d901f8f8c1a#rd,1,2021-6-1,0.0,1.0,1.0,0.0,,,,
91,中州学刊•目录 | 2021年第4期目录,http://mp.weixin.qq.com/s?__biz=MzA3MTQ2NzY4MQ==&mid=2655571720&idx=1&sn=a1848a708f339bc445c20b2dcec80471&chksm=849178c6b3e6f1d037934b642f46bcbc9eb0804677f2fd36ea1129d7c9bd509399ffaa4b3abd#rd,1,2021-4-23,0.0,1.0,1.0,0.0,,,,
92,中州学刊•目录 | 2021年第4期目录,http://mp.weixin.qq.com/s?__biz=MzA3MTQ2NzY4MQ==&mid=2655571718&idx=1&sn=496a1b80ccc33fc91d412058376dac6f&chksm=849178c8b3e6f1dead9713c71b43159eea9ec48e2b19927d6c0999a35a6cbc648b039b7d7950#rd,1,2021-4-23,0.0,1.0,1.0,0.0,,,,
93,中州学刊•发布| 《中州学刊》在2020年度复印报刊资料转载指数排名中再创佳绩,http://mp.weixin.qq.com/s?__biz=MzA3MTQ2NzY4MQ==&mid=2655571713&idx=1&sn=1e5da94dfcd250acae20063089953bdf&chksm=849178cfb3e6f1d9f99ee9c8bb4e79bc0faa65f261689d2d2e5671cba5c72e65235247191f75#rd,1,2021-4-1,0.0,1.0,1.0,0.0,,,,
94,中州学刊•目录 | 2021年第3期目录,http://mp.weixin.qq.com/s?__biz=MzA3MTQ2NzY4MQ==&mid=2655571705&idx=1&sn=04b1d178d773ebf4d73ca3d628aed613&chksm=84917937b3e6f0217a8ecaf083b945402254f034333b5036b78411d5224c67f592f7550a2b5e#rd,1,2021-3-22,0.0,1.0,1.0,0.0,,,,
95,中州学刊•观点 |孙 宪 忠•从《民法典》看乡村治理中急需关注的十个法治问题,http://mp.weixin.qq.com/s?__biz=MzA3MTQ2NzY4MQ==&mid=2655571699&idx=1&sn=cfa26066bc25d757eb15d8a6d7e9ad2d&chksm=8491793db3e6f02bee929ba9dc99988a6ae9a6d2890e0640961b3a03890485b57a5c7758f6a2#rd,1,2021-3-11,0.0,1.0,1.0,0.0,,,,
96,中州学刊•观点 |蔡 军•我国治理有组织犯罪刑事政策的检讨与调适——基于有组织犯罪企业化趋势的思考,http://mp.weixin.qq.com/s?__biz=MzA3MTQ2NzY4MQ==&mid=2655571694&idx=1&sn=6e856ccd01f8377287f8459556f21017&chksm=84917920b3e6f0363f07eb14436d56e01b4e7913eb259d6bc3212d17e86e116add1ea8387238#rd,1,2021-3-10,0.0,1.0,1.0,0.0,,,,
97,中州学刊•观点 |崔建远•论保证规则的变化,http://mp.weixin.qq.com/s?__biz=MzA3MTQ2NzY4MQ==&mid=2655571692&idx=1&sn=de75e75a3385cfb8234c35a4f4716c27&chksm=84917922b3e6f034d5994f3dd10599707f785cd74a1e5610764869ea84cd147a6ecba3d9dc1a#rd,1,2021-3-9,0.0,1.0,1.0,0.0,,,,
98,中州学刊•观点 |徐祥民•用现代化的法治促成中华民族伟大复兴,http://mp.weixin.qq.com/s?__biz=MzA3MTQ2NzY4MQ==&mid=2655571681&idx=1&sn=38474433491a7fb88ebf3668e44f9a92&chksm=8491792fb3e6f039ac5b26c48cbf34391d53a32b5af96d8b8997662f1b612ff902b849bc3f0e#rd,1,,,,,,,,,
99,中州学刊•观点 |徐祥民•用现代化的法治促成中华民族伟大复兴,http://mp.weixin.qq.com/s?__biz=MzA3MTQ2NzY4MQ==&mid=2655571679&idx=1&sn=2e4a1b5848a65685eaf3bcd8aa8255ad&chksm=84917911b3e6f0075859360d8901535232d0fefbe09797e1de5a45c468fc8ed6ebc7779d98dc#rd,1,,,,,,,,,
100,中州学刊•目录 | 2021年第2期目录,http://mp.weixin.qq.com/s?__biz=MzA3MTQ2NzY4MQ==&mid=2655571668&idx=1&sn=cab64b39600ae58174092d51ff448b30&chksm=8491791ab3e6f00c5bb3384378f99f9fec678beb1adac9eaca1ddff92239ce0d395139e2ee71#rd,1,2021-2-26,0.0,1.0,1.0,0.0,,,,
101,中州学刊•观点 |丁声俊•对大变局下构建粮食“双循环”新格局的思考,http://mp.weixin.qq.com/s?__biz=MzA3MTQ2NzY4MQ==&mid=2655571662&idx=1&sn=6fd6d2ada9d8eea67c8a6aedcc6e666f&chksm=84917900b3e6f016ed121929c018d238c052cc307645406fe63380f41c183c40293641869408#rd,1,2021-2-1,0.0,1.0,1.0,0.0,,,,
102,中州学刊•观点 |丁声俊•对大变局下构建粮食“双循环”新格局的思考,http://mp.weixin.qq.com/s?__biz=MzA3MTQ2NzY4MQ==&mid=2655571660&idx=1&sn=f8ceb9d30c4487da368f206e2432346c&chksm=84917902b3e6f01446ec92ec86a6a867b05bcebc9b6ed6051f587b39ed0f4433304868597bea#rd,1,2021-2-1,0.0,1.0,1.0,0.0,,,,
103,中州学刊•观点 |李建华  屈煜•检察权伦理：结构、意义与理式,http://mp.weixin.qq.com/s?__biz=MzA3MTQ2NzY4MQ==&mid=2655571649&idx=1&sn=c17d9934df38d098f3c476ab94c8989e&chksm=8491790fb3e6f019185f5718ef3e4ec51e29fc8d7fe8111a0cd63e04aa5655cf9b7ce125c5a6#rd,1,2021-1-26,0.0,1.0,1.0,0.0,,,,
104,中州学刊•观点 |李建华  屈煜•检察权伦理：结构、意义与理式,http://mp.weixin.qq.com/s?__biz=MzA3MTQ2NzY4MQ==&mid=2655571647&idx=1&sn=57cf7b3db637aeeb60cddc7894b5cbc8&chksm=84917971b3e6f06733f986f5d0c3516ea1f250cc1f188d1a6eb091cbc8d9d2c11cfafa5ab371#rd,1,2021-1-26,0.0,1.0,1.0,0.0,,,,
105,中州学刊•目录 | 2021年第1期目录,http://mp.weixin.qq.com/s?__biz=MzA3MTQ2NzY4MQ==&mid=2655571641&idx=1&sn=d93b25a74e9552b0f54181131aed621a&chksm=84917977b3e6f061aecffd5d5ef2ef7c202eccc873f213320ab769770fee672362204dd5c609#rd,1,2021-1-25,0.0,1.0,1.0,0.0,,,,
106,中州学刊•目录 | 2021年第1期目录,http://mp.weixin.qq.com/s?__biz=MzA3MTQ2NzY4MQ==&mid=2655571639&idx=1&sn=21f61ff453f28cd2ac9b39f250e42a9e&chksm=84917979b3e6f06f237e8085f76cb6481270569b3ccce12ff65cd43d962c69b1b1dbebec4a2f#rd,1,2021-1-25,0.0,1.0,1.0,0.0,,,,
107,中州学刊•观点 |张克俊  杜婵•后全面小康社会我国贫困治理的任务变化与政策转型,http://mp.weixin.qq.com/s?__biz=MzA3MTQ2NzY4MQ==&mid=2655571634&idx=1&sn=e3180430eae97891492a83a015b86a2f&chksm=8491797cb3e6f06a7594309a330074a68aa21d30ddbddb82282724b689c84ece8a407b7a2332#rd,1,2021-1-6,0.0,1.0,1.0,0.0,,,,
108,中州学刊•观点 |张克俊  杜婵•后全面小康社会我国贫困治理的任务变化与政策转型,http://mp.weixin.qq.com/s?__biz=MzA3MTQ2NzY4MQ==&mid=2655571632&idx=1&sn=8d60a66b9a3c88f5469f915a995fb1ac&chksm=8491797eb3e6f068506c82707fdf4a9d29cc48b0f9b2f6f6656adbb6da23a6f89588140752c4#rd,1,2021-1-6,0.0,1.0,1.0,0.0,,,,
109,中州学刊•观点 |高强  曾恒源•“十四五”时期农业农村现代化的战略重点与政策取向,http://mp.weixin.qq.com/s?__biz=MzA3MTQ2NzY4MQ==&mid=2655571624&idx=1&sn=8f7c0e660f2f5e290ee68534cc67b437&chksm=84917966b3e6f0707238286b31e338df8091cf3e9278e950c536e93774ebd07d189559434acc#rd,1,2021-1-4,0.0,1.0,1.0,0.0,,,,
110,中州学刊•观点 |高强  曾恒源•“十四五”时期农业农村现代化的战略重点与政策取向,http://mp.weixin.qq.com/s?__biz=MzA3MTQ2NzY4MQ==&mid=2655571622&idx=1&sn=e780ae5967d9d066566c5c8f31f49664&chksm=84917968b3e6f07e0ff1e4f75b2b86952d9985f9d65544bfe7058e4bc73fd1a73e4f18b45b05#rd,1,2021-1-4,0.0,1.0,1.0,0.0,,,,
111,中州学刊•目录 | 2020年第12期目录,http://mp.weixin.qq.com/s?__biz=MzA3MTQ2NzY4MQ==&mid=2655571613&idx=1&sn=70e3183f2d3154d3f6afda96cd804ccd&chksm=84917953b3e6f04500b1cf80495c638d793dac2d19a27bab3750da588a87560e2a412ee25e9c#rd,1,2020-12-31,0.0,1.0,1.0,0.0,,,,
112,中州学刊•发布| 《中州学刊》2021年度重点选题,http://mp.weixin.qq.com/s?__biz=MzA3MTQ2NzY4MQ==&mid=2655571607&idx=1&sn=500317d6f2d7f765214aaac32af1ad38&chksm=84917959b3e6f04f34ac2d8826eee00f643fe5f90b929fa6597e34e2b7eff43913b6dc273095#rd,1,2020-12-18,0.0,1.0,1.0,0.0,,,,
113,中州学刊•观点 |刘义昆•国家治理视域下的县级融媒体中心建设,http://mp.weixin.qq.com/s?__biz=MzA3MTQ2NzY4MQ==&mid=2655571601&idx=1&sn=9ed73274edfc158690efdbe89ae27d7a&chksm=8491795fb3e6f0491ddc49cc5776a2cef05eea37414f1637997c2fed73fcac6809ca462dceeb#rd,1,2020-12-12,0.0,1.0,1.0,0.0,,,,
114,中州学刊•观点 |葛明驷•县级融媒体建设与舆论治理“下沉”,http://mp.weixin.qq.com/s?__biz=MzA3MTQ2NzY4MQ==&mid=2655571599&idx=1&sn=dd76952faa9809d002d5fc26627e351e&chksm=84917941b3e6f057c83c4fcb355d61181357a97ca5abf91bee14b2bfe54272f9f97323f2ec3e#rd,1,2020-12-11,0.0,1.0,1.0,0.0,,,,
115,中州学刊•观点 |何志武•底色与特色：县级融媒体中心的“媒体+”逻辑,http://mp.weixin.qq.com/s?__biz=MzA3MTQ2NzY4MQ==&mid=2655571598&idx=1&sn=401ec1c8bc165851640501d7bd7c45b7&chksm=84917940b3e6f05679638760f6715137b0f0750c5bc6b84b15f70e81bc3c7dd8b7fefc927cbe#rd,1,2020-12-10,0.0,1.0,1.0,0.0,,,,
116,中州学刊•观点 |赵翠萍  王瑾瑜•农村混合所有制的多元探索：实施、障碍与建议,http://mp.weixin.qq.com/s?__biz=MzA3MTQ2NzY4MQ==&mid=2655571579&idx=1&sn=8194190510b2dec3d18412906f7a824c&chksm=849179b5b3e6f0a3f3adc608854feb4e23863f0ec8761cd3e5975c683f8a8587641e2d06a1ab#rd,1,2020-12-9,0.0,1.0,1.0,0.0,,,,
117,中州学刊•观点 |刘同山  陈晓萱•农村集体产权制度改革：总体目标、阶段进展与后续挑战,http://mp.weixin.qq.com/s?__biz=MzA3MTQ2NzY4MQ==&mid=2655571561&idx=1&sn=092ffb0e340e419b114b87c6f96cf77c&chksm=849179a7b3e6f0b109b85509c938dda020e7f35bd7f259b573ce50b1c3ee5f3bd6a49daeda96#rd,1,2020-12-8,0.0,1.0,1.0,0.0,,,,
118,中州学刊•观点 |孔祥智  赵昶•农村集体产权制度改革的实践探索与政策启示 ——基于7省13县（区、市）的调研,http://mp.weixin.qq.com/s?__biz=MzA3MTQ2NzY4MQ==&mid=2655571555&idx=1&sn=eaea6863abfe7166412eb3c486229982&chksm=849179adb3e6f0bbe28093852d46812e636be37ad7c3b6ffa88b0d2e05b5bee8c4dae92fc57e#rd,1,2020-12-7,0.0,1.0,1.0,0.0,,,,
119,中州学刊•目录 | 2020年第11期目录,http://mp.weixin.qq.com/s?__biz=MzA3MTQ2NzY4MQ==&mid=2655571540&idx=1&sn=9efb2cd4e6c096171f764796cb5c2263&chksm=8491799ab3e6f08c4b487f83388d8722595165b6205dde9d6454bf711cb24716751afd341088#rd,1,2020-12-3,0.0,1.0,1.0,0.0,,,,
120,中州学刊•观点 |［德］拉塞•夸尔克著  王德政译•人工智能机器人的刑事可罚性,http://mp.weixin.qq.com/s?__biz=MzA3MTQ2NzY4MQ==&mid=2655571535&idx=1&sn=fa040236d997b31bbd4efa09dc835588&chksm=84917981b3e6f097e7d1cb0857bb5db828c0b59380c144ec978c6136eccb05958ed10a1520fa#rd,1,2020-11-16,0.0,1.0,1.0,0.0,,,,
121,中州学刊•目录 | 2020年第10期目录,http://mp.weixin.qq.com/s?__biz=MzA3MTQ2NzY4MQ==&mid=2655571527&idx=1&sn=00553dd27783adcf6c1725fcf1cccfa8&chksm=84917989b3e6f09f0f95eae94d7b5c9144edb155341f9863482ddd3b38b77384b116cb0e8eda#rd,1,2020-11-10,0.0,1.0,1.0,0.0,,,,
122,中州学刊•目录 | 2020年第9期目录,http://mp.weixin.qq.com/s?__biz=MzA3MTQ2NzY4MQ==&mid=2655571522&idx=1&sn=a52f1b9123fa5617e8f97cb82773e0c0&chksm=8491798cb3e6f09a5dac2b483a25dbafa560755e652fd3dfa4021e84a088c5c29194900ee26c#rd,1,2020-10-28,0.0,1.0,1.0,0.0,,,,
123,中州学刊•目录 | 2020年第8期目录,http://mp.weixin.qq.com/s?__biz=MzA3MTQ2NzY4MQ==&mid=2655571517&idx=1&sn=aff12fd922d1286a4b6dd48205bfccc1&chksm=849179f3b3e6f0e54e433f6d81a2a7dc646db4f10123ebc3a8d2427271ae5e1f950dbbaa07fc#rd,1,2020-9-27,0.0,1.0,1.0,0.0,,,,
124,中州学刊•目录 | 2020年第7期目录,http://mp.weixin.qq.com/s?__biz=MzA3MTQ2NzY4MQ==&mid=2655571511&idx=1&sn=45c2c9d42ba6ee2342526a9770c1438f&chksm=849179f9b3e6f0ef081c1b40c6940146263c6b16f34f245c6ff482cc94eac198e825e51dca7f#rd,1,2020-8-13,0.0,1.0,1.0,0.0,,,,
125,中州学刊•观点 |晏 辉•从权力政治到生命政治：两种场域与两种路向,http://mp.weixin.qq.com/s?__biz=MzA3MTQ2NzY4MQ==&mid=2655571506&idx=1&sn=61db2e2ae5796bce2d1cb5bd1be6699d&chksm=849179fcb3e6f0eaf18ab4c2ed0f7843c85daa5ebf9eadbc8c60eb74e1433024770319fb52f7#rd,1,2020-7-28,0.0,1.0,1.0,0.0,,,,
126,中州学刊•观点 |吴献举•国家形象跨文化传播的系统特性与实现路径,http://mp.weixin.qq.com/s?__biz=MzA3MTQ2NzY4MQ==&mid=2655571494&idx=1&sn=9227e5fa465a3b890ccbaa85337a5b0c&chksm=849179e8b3e6f0feaf0a7c4300f857b41431855c099df77f1e2b718a29be9151eefbb178e530#rd,1,2020-7-27,0.0,1.0,1.0,0.0,,,,
127,中州学刊•观点 |张康之•论风险社会中人的生命价值的优先性,http://mp.weixin.qq.com/s?__biz=MzA3MTQ2NzY4MQ==&mid=2655571485&idx=1&sn=7891a05c439f8ce2d06045fcaa7fb22e&chksm=849179d3b3e6f0c5600ad5b77ddd68d3a0fe498af62811b52034918cf50a9583dcdd1ed0ec69#rd,1,2020-7-24,0.0,1.0,1.0,0.0,,,,
128,中州学刊•观点 |高圣平•《民法典》视野下所有权保留交易的法律构成,http://mp.weixin.qq.com/s?__biz=MzA3MTQ2NzY4MQ==&mid=2655571478&idx=1&sn=83a3bc1bc303a88e784cea375a7860d5&chksm=849179d8b3e6f0ce0e3f2b85195ef8f1b60a5194ee4aa8cc842c887ae7eb67bb0b1b13e715c5#rd,1,2020-7-23,0.0,1.0,1.0,0.0,,,,
129,中州学刊•观点 |刘保玉  张烜东•论动产融资租赁物的所有权登记及其对抗效力,http://mp.weixin.qq.com/s?__biz=MzA3MTQ2NzY4MQ==&mid=2655571478&idx=2&sn=0cff9cb9197d8f5ebd05fd73f28fa3ab&chksm=849179d8b3e6f0ce10d3e844e011da6a62953516623b4f118ef1ad691b23bc169be130f52474#rd,2,2020-7-23,0.0,1.0,1.0,0.0,,,,
130,中州学刊•观点 |何颖来•《民法典》中有追索权保理的法律构造,http://mp.weixin.qq.com/s?__biz=MzA3MTQ2NzY4MQ==&mid=2655571478&idx=3&sn=40b7a656a2ce96caf8baa1fa44e37c94&chksm=849179d8b3e6f0ce7a58b462fc1c6a280379201987e59f58ecd31fa81dc121a1bf12d2f604f0#rd,3,2020-7-23,0.0,1.0,1.0,0.0,,,,
131,中州学刊•观点 |谢遐龄•论陆九渊心学的思想史地位,http://mp.weixin.qq.com/s?__biz=MzA3MTQ2NzY4MQ==&mid=2655571465&idx=1&sn=973dfa559403ead21d96a312d829db22&chksm=849179c7b3e6f0d11ddeb4b07dc8ecc8bdea95f4d6e37dc2b663df184609386e776f522776bb#rd,1,2020-7-21,0.0,1.0,1.0,0.0,,,,
132,中州学刊•目录 | 2020年第6期目录,http://mp.weixin.qq.com/s?__biz=MzA3MTQ2NzY4MQ==&mid=2655571455&idx=1&sn=bd19ded7f510f9ca8b163216b994033c&chksm=84917a31b3e6f327b2ba7db3c4aeeef57f6ee6f69c6adfdd49f8d537d1eeba321f9d3a101a94#rd,1,2020-7-20,0.0,1.0,1.0,0.0,,,,
133,中州学刊•目录 | 2020年第5期目录,http://mp.weixin.qq.com/s?__biz=MzA3MTQ2NzY4MQ==&mid=2655571449&idx=1&sn=ecbc0164394b24d03f9302292612263c&chksm=84917a37b3e6f321e7a40b71fba1e847347ad1a21c0d3348f32f324710385ed3daa92331dd7a#rd,1,2020-6-29,0.0,1.0,1.0,0.0,,,,
134,中州学刊•目录 | 2020年第4期目录,http://mp.weixin.qq.com/s?__biz=MzA3MTQ2NzY4MQ==&mid=2655571444&idx=1&sn=9420da8157fabfede0da90c18111d80b&chksm=84917a3ab3e6f32cc4f0314a7d14001d2d06093abddc4cba15eb555bff991a9a1185cdc67c95#rd,1,2020-5-26,0.0,1.0,1.0,0.0,,,,
135,中州学刊•目录 | 2020年第3期目录,http://mp.weixin.qq.com/s?__biz=MzA3MTQ2NzY4MQ==&mid=2655571439&idx=1&sn=381566514722a8642c5d1085f977169d&chksm=84917a21b3e6f3370b8df7d8776ba0f4ec81b0348c7d42c3aca3a0cc15fc2aca81131bbe48f9#rd,1,2020-4-23,0.0,1.0,1.0,0.0,,,,
136,中州学刊•观点 |靳永翥等•“智慧信任”：数字革命背景下构建基层社会共同体的新动力,http://mp.weixin.qq.com/s?__biz=MzA3MTQ2NzY4MQ==&mid=2655571434&idx=1&sn=2082d9640b2cd33e7827de50872c3ab1&chksm=84917a24b3e6f332574af47563370338d07c7de0eb4d8a04ce3040e92442c9b95b07efcb8818#rd,1,2020-4-10,0.0,1.0,1.0,0.0,,,,
137,中州学刊•目录 | 2020年第2期目录,http://mp.weixin.qq.com/s?__biz=MzA3MTQ2NzY4MQ==&mid=2655571426&idx=1&sn=832d2c5d3e2fbf47de658b394f63b27b&chksm=84917a2cb3e6f33afcc43527624573d7bb3a9311905c9a76231164d07044cba1e9953ac02057#rd,1,2020-3-31,0.0,1.0,1.0,0.0,,,,
138,中州学刊•观点 |甘绍平•市场自由的伦理限度,http://mp.weixin.qq.com/s?__biz=MzA3MTQ2NzY4MQ==&mid=2655571418&idx=1&sn=a6095ac4ec874f714a9af1cea88de44b&chksm=84917a14b3e6f302807dd532cb647b6932ee44c26aca8cb48cba34bb2546b2c395007de6d493#rd,1,2020-3-19,0.0,1.0,1.0,0.0,,,,
