index,title,link,date,have_chaolianjie,have_cankaolaiyuan,have_tupian1yinpin1shipin,is_origin,read_num,like_num,old_like_num,content_num,contents,contents_countries,content_provinces,post_index,have_newmedia,lis_content,lis_content_like_num,lis_auther_reply,lis_auther_like_num
208,易山明 | 晚清邮政网络与地方体系层级——以安徽省为中心的考察,http://mp.weixin.qq.com/s?__biz=MzIxODM4NTgxOQ==&mid=2247488298&idx=6&sn=f175f3b87ed8900fe6ed5717c515a1ef&chksm=97ea0fdea09d86c84f6ca228df629683de75a79c050c9af2c85d36290a6bc9d57d4602849606#rd,2021-9-8,0.0,,1.0,0.0,78.0,0.0,0.0,,,,,6,1.0,,,,
209,2021年第7期目录,http://mp.weixin.qq.com/s?__biz=MzIxODM4NTgxOQ==&mid=2247488258&idx=1&sn=e2e103f1e04068bde6d43df669e3b151&chksm=97ea0ff6a09d86e07a9119b0bc3fad96785ce3ac3451dec499d562fbf5d68cfd5c3ad60ddcdb#rd,2021-9-1,0.0,,1.0,0.0,2668.0,1.0,3.0,,,,,1,1.0,,,,
210,杨尊源 | 共享经济中区块链应用风险的法律规制——基于公主体与私主体的合作规制模式,http://mp.weixin.qq.com/s?__biz=MzIxODM4NTgxOQ==&mid=2247488250&idx=1&sn=0e01be7ca6fee3d677a5c031ecb62097&chksm=97ea0e0ea09d8718bc9c3c9bccb20ef4e1a4b779a479898d229722bef2931a7efc72f97f0635#rd,2021-8-27,0.0,,1.0,0.0,92.0,1.0,1.0,,,,,1,1.0,,,,
211,周廷勇 | 大学治理的伦理建设路径初探,http://mp.weixin.qq.com/s?__biz=MzIxODM4NTgxOQ==&mid=2247488250&idx=2&sn=a39f160f301be6d3fa5075bec078545d&chksm=97ea0e0ea09d871859fd8db5a69029a85da84fd80c60861aa52b3068aec0b13f920d45cf4e47#rd,2021-8-27,0.0,,1.0,0.0,127.0,1.0,1.0,,,,,2,1.0,,,,
212,孙久文  高宇杰 | 新发展格局与京津冀都市圈化发展的构想,http://mp.weixin.qq.com/s?__biz=MzIxODM4NTgxOQ==&mid=2247488250&idx=3&sn=83c80ad44aa81143244108ef317c3c38&chksm=97ea0e0ea09d8718444e14f00f8b3037b15b894747317d26472fe07ded818a4a788b7b90b3ac#rd,2021-8-27,0.0,,1.0,0.0,67.0,0.0,0.0,,,,,3,1.0,,,,
213,张丽芬 | 论新业态领域中的社会风险及其治理,http://mp.weixin.qq.com/s?__biz=MzIxODM4NTgxOQ==&mid=2247488250&idx=4&sn=85637df0f0781f5bb6f6fd5614aa05d0&chksm=97ea0e0ea09d871855d6184452e67cd136811d646dcc797ddbd152ebb97dc87ed25ce8306b95#rd,2021-8-27,0.0,,1.0,0.0,142.0,4.0,3.0,,,,,4,1.0,,,,
214,宋靓珺  苏聪文 | 中国老年人死亡质量的研究现状与政策应对,http://mp.weixin.qq.com/s?__biz=MzIxODM4NTgxOQ==&mid=2247488250&idx=5&sn=56406860575565174cacb91006d7d08d&chksm=97ea0e0ea09d87182e4d3a859c9cb125bb91d1b7540863a553c62ad4d141339c03cb2fccb87f#rd,2021-8-27,0.0,,1.0,0.0,94.0,0.0,0.0,,,,,5,1.0,,,,
215,吴剑修 | 论“九流十家”的建构历程——从《天下》篇到《汉志》,http://mp.weixin.qq.com/s?__biz=MzIxODM4NTgxOQ==&mid=2247488222&idx=1&sn=7fc772345ad3911f5225d131c66d41af&chksm=97ea0e2aa09d873c15e7a2f5bf51fbef3b84ff585f590bf546e4ca21a12895f26c10fe6a5826#rd,2021-8-20,0.0,,1.0,0.0,379.0,4.0,20.0,,,,,1,1.0,,,,
216,王华 | 明清时期太湖小船渔民信仰研究,http://mp.weixin.qq.com/s?__biz=MzIxODM4NTgxOQ==&mid=2247488222&idx=2&sn=4305f0bf816ae8d9a718c1dd0d334c3f&chksm=97ea0e2aa09d873c28b20418418039197d5ef5678f1bb01d9b03490347949be3b46fee7b1be6#rd,2021-8-20,0.0,,1.0,0.0,165.0,6.0,10.0,,,,,2,1.0,,,,
217,王学深 | 清代近支宗室赐名考论,http://mp.weixin.qq.com/s?__biz=MzIxODM4NTgxOQ==&mid=2247488222&idx=3&sn=01a0249d7fa1e071730e08458bcab12d&chksm=97ea0e2aa09d873c3bed639e13686ff3a877bd812ab22c2566eb70c260d5d3d75d05de06a5fd#rd,2021-8-20,0.0,,1.0,0.0,124.0,1.0,1.0,,,,,3,1.0,,,,
218,叶小文 | 要在市场经济发展中永葆党的先进性,http://mp.weixin.qq.com/s?__biz=MzIxODM4NTgxOQ==&mid=2247488208&idx=1&sn=42e5e7bfddb89bde028c9d2a5973a809&chksm=97ea0e24a09d873298d861dea649b9a9a43ac4185529ff5fd31cbfb9283b826b3a7f376b9349#rd,2021-8-11,0.0,,1.0,0.0,117.0,0.0,0.0,,,,,1,1.0,,,,
219,李君如 | “党的初心”对于党史和党建理论研究具有重要意义,http://mp.weixin.qq.com/s?__biz=MzIxODM4NTgxOQ==&mid=2247488208&idx=2&sn=0b5f34fe707e756e539f8dfa6d8fba8d&chksm=97ea0e24a09d8732aed50a22fd89d5ce6bba72fdc02b22b8a42e45d1e27dd9d2f9f62bee979a#rd,2021-8-11,0.0,,1.0,0.0,105.0,0.0,1.0,,,,,2,1.0,,,,
220,李忠杰 | 论中国共产党的历史韧劲,http://mp.weixin.qq.com/s?__biz=MzIxODM4NTgxOQ==&mid=2247488208&idx=3&sn=fcd77608f4b16fd1b0c98a8c136d881a&chksm=97ea0e24a09d873260a5bfa680215dc5cbb028f87c9f15f17e9fb3f3e23733c71514c540cb85#rd,2021-8-11,0.0,,1.0,0.0,74.0,0.0,0.0,,,,,3,1.0,,,,
221,辛向阳 | 习近平新时代中国特色社会主义思想大众化叙事的多维视角,http://mp.weixin.qq.com/s?__biz=MzIxODM4NTgxOQ==&mid=2247488208&idx=4&sn=de546c97e3d14a86a6fc8e330feec712&chksm=97ea0e24a09d873272643b83a26fb4d71276bbd6b1a22e6e777fb896359de23cca09db823fa2#rd,2021-8-11,0.0,,1.0,0.0,78.0,0.0,1.0,,,,,4,1.0,,,,
222,吴潜涛 | 培育和践行社会主义核心价值观的时代反思,http://mp.weixin.qq.com/s?__biz=MzIxODM4NTgxOQ==&mid=2247488208&idx=5&sn=9ba8cc86416aef3ed76630fe461d5fc5&chksm=97ea0e24a09d873232a1ae1235f7740d1dd97432e6f2e2def13013270a7d64ae4aab09e167f2#rd,2021-8-11,0.0,,1.0,0.0,50.0,0.0,0.0,,,,,5,1.0,,,,
223,杨凤城 | 从大历史观看中国共产党的百年奋斗,http://mp.weixin.qq.com/s?__biz=MzIxODM4NTgxOQ==&mid=2247488208&idx=6&sn=4866c32905c240ec91cf673eea9a4ad3&chksm=97ea0e24a09d873225731ac6f0b2b7e0ff6896e9d75d7e506e258ff2b4d18aa5160b91378de6#rd,2021-8-11,0.0,,1.0,0.0,851.0,0.0,2.0,,,,,6,1.0,,,,
224,张淼 |关于哲学社会科学工作者党史学习研究的三个重点问题,http://mp.weixin.qq.com/s?__biz=MzIxODM4NTgxOQ==&mid=2247488208&idx=7&sn=f4be57853869511b79328fc48830a32d&chksm=97ea0e24a09d873222f74aebe6e30b5d56b2a9735cb1ccac2a2dcacb955381fb1c2657d7d7b5#rd,2021-8-11,0.0,,1.0,0.0,52.0,0.0,0.0,,,,,7,1.0,,,,
225,唐立军 | 党史研究是哲学社会科学工作者的重要使命,http://mp.weixin.qq.com/s?__biz=MzIxODM4NTgxOQ==&mid=2247488208&idx=8&sn=116ddcc29b0191a089a5edc52def5229&chksm=97ea0e24a09d873243e749e939dfd3f807cb4044ac670a6a526068c73ec71ae73dacdfa28363#rd,2021-8-11,0.0,,1.0,0.0,75.0,0.0,0.0,,,,,8,1.0,,,,
226,张文雅 | 网络时代政党话语建构的适应性探索,http://mp.weixin.qq.com/s?__biz=MzIxODM4NTgxOQ==&mid=2247488147&idx=1&sn=e4e37f5e85f7cf1f0e1c8e4bb102a097&chksm=97ea0e67a09d87719cf4e55ac75f00c2b8f19d88b1bbacf59bd702d9fa5830cbfa09d0ef1647#rd,2021-8-10,0.0,,1.0,0.0,717.0,3.0,12.0,,,,,1,1.0,,,,
227,李永刚 | “公意”与“美德共和国”——论卢梭对“政治正当性”的探讨,http://mp.weixin.qq.com/s?__biz=MzIxODM4NTgxOQ==&mid=2247488147&idx=2&sn=37b9857242557bdfa08d8c6ddf0627d4&chksm=97ea0e67a09d8771eebd6da9f3717e39bcff761d4771eec9510ca151ab9fc52b6d13a4ea0ce5#rd,2021-8-10,0.0,,1.0,0.0,149.0,0.0,0.0,,,,,2,1.0,,,,
228,叶小文 | 要在市场经济发展中永葆党的先进性,http://mp.weixin.qq.com/s?__biz=MzIxODM4NTgxOQ==&mid=2247488133&idx=1&sn=e29d53b8efeeec8bc80f6b4d14e4c014&chksm=97ea0e71a09d8767277c342293999a2123f049e2eb02899fdb669137b1ac0222000a8b2c78a1#rd,2021-8-10,0.0,,1.0,1.0,0.0,0.0,0.0,,,,,1,1.0,,,,
229,李君如 | “党的初心”对于党史和党建理论研究具有重要意义,http://mp.weixin.qq.com/s?__biz=MzIxODM4NTgxOQ==&mid=2247488133&idx=2&sn=7ee2c0482742dfc06e0c5c9e32c01a93&chksm=97ea0e71a09d8767470c4cc59320b4cffd3376faa11fab562e1aea8ba4264f555ce397d7f612#rd,2021-8-10,0.0,,1.0,1.0,0.0,0.0,0.0,,,,,2,1.0,,,,
230,李忠杰 | 论中国共产党的历史韧劲,http://mp.weixin.qq.com/s?__biz=MzIxODM4NTgxOQ==&mid=2247488133&idx=3&sn=5e101e3eefbb720c953ac4b319f3068e&chksm=97ea0e71a09d87674949d0d03bdde6635709150872ca394fe1b632847dfd721cf6bdfa79eec9#rd,2021-8-10,0.0,,1.0,1.0,0.0,0.0,0.0,,,,,3,1.0,,,,
231,辛向阳 | 习近平新时代中国特色社会主义思想大众化叙事的多维视角,http://mp.weixin.qq.com/s?__biz=MzIxODM4NTgxOQ==&mid=2247488133&idx=4&sn=bf36686f41a80235f0ce49d1f3c67b81&chksm=97ea0e71a09d87677557a702476cf840edd06d24d47766aed80e96d48f54cd0a8ae2820ae803#rd,2021-8-10,0.0,,1.0,0.0,0.0,0.0,0.0,,,,,4,1.0,,,,
232,吴潜涛 | 培育和践行社会主义核心价值观的时代反思,http://mp.weixin.qq.com/s?__biz=MzIxODM4NTgxOQ==&mid=2247488133&idx=5&sn=50ff643d7896346fb236057c7630dd4c&chksm=97ea0e71a09d8767426c3b65c6059ee7052a4b7a6c9c6a08eebb276166a9d056a68f55e20e98#rd,,,,,,0.0,0.0,0.0,,,,,5,,,,,
233,杨凤城 | 从大历史观看中国共产党的百年奋斗,http://mp.weixin.qq.com/s?__biz=MzIxODM4NTgxOQ==&mid=2247488133&idx=6&sn=a6be7cfd5e25e74adcf02034209a6fea&chksm=97ea0e71a09d876787c2120949505ac450ae6856370b7a7ba62c31dd7b1c8ef22376d33c9517#rd,2021-8-10,0.0,,1.0,0.0,0.0,0.0,0.0,,,,,6,1.0,,,,
234,张淼 |关于哲学社会科学工作者党史学习研究的三个重点问题,http://mp.weixin.qq.com/s?__biz=MzIxODM4NTgxOQ==&mid=2247488133&idx=7&sn=d16af2d39f914a08ca0760ab37f619a6&chksm=97ea0e71a09d87670742b840056935141e5f2305ce7955c9c9dcc8d33b17df264aba7667a1a1#rd,2021-8-10,0.0,,1.0,1.0,0.0,0.0,0.0,,,,,7,1.0,,,,
235,唐立军 | 党史研究是哲学社会科学工作者的重要使命,http://mp.weixin.qq.com/s?__biz=MzIxODM4NTgxOQ==&mid=2247488133&idx=8&sn=4c89da5bf8d41a10cd97ec3386d2d268&chksm=97ea0e71a09d876771bee36f7fbf94dd2c13c0ac9b694e41d558e31f6a4817b889fb7a8664cf#rd,2021-8-10,0.0,,1.0,1.0,0.0,0.0,0.0,,,,,8,1.0,,,,
236,叶小文 | 要在市场经济发展中永葆党的先进性,http://mp.weixin.qq.com/s?__biz=MzIxODM4NTgxOQ==&mid=2247488132&idx=1&sn=175e789e1457f838937b8fe846eab938&chksm=97ea0e70a09d87669e89f065cac0f53f748939e146e36bef2e30796d8b6ec8ede270c0c974af#rd,2021-8-10,0.0,,1.0,1.0,0.0,0.0,0.0,,,,,1,1.0,,,,
237,李君如 | “党的初心”对于党史和党建理论研究具有重要意义,http://mp.weixin.qq.com/s?__biz=MzIxODM4NTgxOQ==&mid=2247488132&idx=2&sn=b29988b688a7eefedead76484314acae&chksm=97ea0e70a09d8766621170338c4fa6348f81f5ce8c4deac280c4eaa56b1e8adca9554ad58702#rd,2021-8-10,0.0,,1.0,1.0,0.0,0.0,0.0,,,,,2,1.0,,,,
238,李忠杰 | 论中国共产党的历史韧劲,http://mp.weixin.qq.com/s?__biz=MzIxODM4NTgxOQ==&mid=2247488132&idx=3&sn=86ecd694c3371c5fd91037842df5716e&chksm=97ea0e70a09d876604f34b026790ada280f7ae742669e6296bdac73f90f1c84f3077f9cbce06#rd,2021-8-10,0.0,,1.0,1.0,0.0,0.0,0.0,,,,,3,1.0,,,,
239,辛向阳 | 习近平新时代中国特色社会主义思想大众化叙事的多维视角,http://mp.weixin.qq.com/s?__biz=MzIxODM4NTgxOQ==&mid=2247488132&idx=4&sn=0eff664e1e1e00f43ff5ff5a54e32196&chksm=97ea0e70a09d8766280b5a62c6f351d8b97df89765bcecb50e7bdcb196a06c9a010f16b415c0#rd,2021-8-10,0.0,,1.0,0.0,0.0,0.0,0.0,,,,,4,1.0,,,,
240,吴潜涛 | 培育和践行社会主义核心价值观的时代反思,http://mp.weixin.qq.com/s?__biz=MzIxODM4NTgxOQ==&mid=2247488132&idx=5&sn=a179163639e7f5ca298ade3db0ac071f&chksm=97ea0e70a09d876617316f0e67a72f9c8e5eab166d2b64fe168bee864ccc4be49c7d19918f8a#rd,,,,,,0.0,0.0,0.0,,,,,5,,,,,
241,杨凤城 | 从大历史观看中国共产党的百年奋斗,http://mp.weixin.qq.com/s?__biz=MzIxODM4NTgxOQ==&mid=2247488132&idx=6&sn=3b7a1e6cd008e1a6089692dd99158f30&chksm=97ea0e70a09d87669a9c4adbacde408f68eca2f698bbfada1c06ab72975bd2c26a0423d45543#rd,2021-8-10,0.0,,1.0,0.0,0.0,0.0,0.0,,,,,6,1.0,,,,
242,张淼 |关于哲学社会科学工作者党史学习研究的三个重点问题,http://mp.weixin.qq.com/s?__biz=MzIxODM4NTgxOQ==&mid=2247488132&idx=7&sn=349e870fd2055cae3f96d76a1dc52f1f&chksm=97ea0e70a09d8766207982f596050841bed1ec5433ecb084bfc84ffdfcd781aead3a5106d616#rd,2021-8-10,0.0,,1.0,1.0,0.0,0.0,0.0,,,,,7,1.0,,,,
243,唐立军 | 党史研究是哲学社会科学工作者的重要使命,http://mp.weixin.qq.com/s?__biz=MzIxODM4NTgxOQ==&mid=2247488132&idx=8&sn=720476c05374eaa5e5c6ef41546faaca&chksm=97ea0e70a09d8766a9884defa7bfadea58e032d859e24d39dae4f9a68603ff887ef8df8f944e#rd,2021-8-10,0.0,,1.0,1.0,0.0,0.0,0.0,,,,,8,1.0,,,,
244,叶小文 | 要在市场经济发展中永葆党的先进性,http://mp.weixin.qq.com/s?__biz=MzIxODM4NTgxOQ==&mid=2247488131&idx=1&sn=0082221b99f5322e47cbc959428d02f2&chksm=97ea0e77a09d8761c6f3097abefd94ff574f058ead2531bdcaecede4cef33d86f212560a15bb#rd,2021-8-4,0.0,,1.0,0.0,0.0,0.0,0.0,,,,,1,1.0,,,,
245,李君如 | “党的初心”对于党史和党建理论研究具有重要意义,http://mp.weixin.qq.com/s?__biz=MzIxODM4NTgxOQ==&mid=2247488131&idx=2&sn=c26e71feebe4652e4356d7ce37cb1c2f&chksm=97ea0e77a09d8761a87a91d4e327bb019265719fecad4ec730b43022ffc32730480d54b28d41#rd,2021-8-4,0.0,,1.0,0.0,0.0,0.0,0.0,,,,,2,1.0,,,,
246,李忠杰 | 论中国共产党的历史韧劲,http://mp.weixin.qq.com/s?__biz=MzIxODM4NTgxOQ==&mid=2247488131&idx=3&sn=7152f2d886411d72199b714fbfe7c8e3&chksm=97ea0e77a09d87617f3c4292b929ba628d5d8c7919b3080105821348edef4b428f1e480747a0#rd,2021-8-4,0.0,,1.0,0.0,0.0,0.0,0.0,,,,,3,1.0,,,,
247,辛向阳 | 习近平新时代中国特色社会主义思想大众化叙事的多维视角,http://mp.weixin.qq.com/s?__biz=MzIxODM4NTgxOQ==&mid=2247488131&idx=4&sn=d59dff864b57f295bb4966e9d7afdc07&chksm=97ea0e77a09d876163abc0aaf42c2d453158336937a2545d74fed8644abaf7a8af6c766acb03#rd,2021-8-4,0.0,,1.0,0.0,0.0,0.0,0.0,,,,,4,1.0,,,,
248,吴潜涛 | 培育和践行社会主义核心价值观的时代反思,http://mp.weixin.qq.com/s?__biz=MzIxODM4NTgxOQ==&mid=2247488131&idx=5&sn=850dcfd0f5ed31ed5e1b0f53422cb2ef&chksm=97ea0e77a09d87615124d6087484381ab29225131fcc8ccfa50ce17cee1cc21cdf5c97ebad3f#rd,,,,,,0.0,0.0,0.0,,,,,5,,,,,
249,杨凤城 | 从大历史观看中国共产党的百年奋斗,http://mp.weixin.qq.com/s?__biz=MzIxODM4NTgxOQ==&mid=2247488131&idx=6&sn=4387ed717b0d53f41afe5f596d3594c6&chksm=97ea0e77a09d87618118a3658276fc01ae6370c53599828769313c1b9c51f2dbac61e05c30f3#rd,2021-8-4,0.0,,1.0,0.0,0.0,0.0,0.0,,,,,6,1.0,,,,
250,张淼 |关于哲学社会科学工作者党史学习研究的三个重点问题,http://mp.weixin.qq.com/s?__biz=MzIxODM4NTgxOQ==&mid=2247488131&idx=7&sn=53bca6c7ea8a634526b1f26898527ab8&chksm=97ea0e77a09d87614d04416a11f9da2ed67b67c9db8d8f3d11e339a27b40400fcc4247eec69a#rd,2021-8-4,0.0,,1.0,0.0,0.0,0.0,0.0,,,,,7,1.0,,,,
251,唐立军 | 党史研究是哲学社会科学工作者的重要使命,http://mp.weixin.qq.com/s?__biz=MzIxODM4NTgxOQ==&mid=2247488131&idx=8&sn=2822138c9cec8b72a43fb8f9815e673d&chksm=97ea0e77a09d87611ab14573138bad1eafc768684b45954ab023bf9ab89e5c59aae2b63860b2#rd,2021-8-4,0.0,,1.0,0.0,0.0,0.0,0.0,,,,,8,1.0,,,,
252,2021年第6期目录,http://mp.weixin.qq.com/s?__biz=MzIxODM4NTgxOQ==&mid=2247488101&idx=1&sn=536d0f9130d0ad6ebb832c75f0918166&chksm=97ea0e91a09d87878d3a9a78d719791eddcadc2fef9a80da84da463e0725ab9b070e0bde101f#rd,2021-7-23,0.0,,1.0,0.0,2692.0,2.0,2.0,,,,,1,1.0,,,,
253,苏民 | 公共债务对经济增长的影响机理及实证检验 ——基于80个国家的面板数据,http://mp.weixin.qq.com/s?__biz=MzIxODM4NTgxOQ==&mid=2247488088&idx=1&sn=90a9a8b5e8a0a46e237d2ab91eebb338&chksm=97ea0eaca09d87baca0d57d9c7ef66546f4a0ee5aef0193585c0fc34d8c5520cb28987e41e2d#rd,2021-7-15,0.0,,1.0,0.0,98.0,0.0,1.0,,,,,1,1.0,,,,
254,刘妮娜 | 中国特色互助社会：历史溯源与现代建构,http://mp.weixin.qq.com/s?__biz=MzIxODM4NTgxOQ==&mid=2247488088&idx=2&sn=c9ab5c5317b5510fa24733ddcf8e5e12&chksm=97ea0eaca09d87bacfe5dbd001490ac8cd77b2ab4d70e3e72eee2e9376023afa8c92e84a65aa#rd,2021-7-15,0.0,,1.0,0.0,175.0,0.0,1.0,,,,,2,1.0,,,,
255,聂建亮  唐乐 | 人际信任、制度信任与农村老人互助养老参与意愿,http://mp.weixin.qq.com/s?__biz=MzIxODM4NTgxOQ==&mid=2247488088&idx=3&sn=60015af0577dd329a61ed6147c770d4c&chksm=97ea0eaca09d87ba3d00a100a420065ee44beb8bc58073e8b2cc173c35bf20b9cf5c0ec28895#rd,2021-7-15,0.0,,1.0,0.0,263.0,1.0,4.0,,,,,3,1.0,,,,
256,【法律教育研究】论我国人民陪审员参审的角色重构与实现路径,http://mp.weixin.qq.com/s?__biz=MzIxODM4NTgxOQ==&mid=2247488065&idx=1&sn=a18b31580330a54ce838eada65d0b659&chksm=97ea0eb5a09d87a3d786a183d3bb2d7f18d791ff8e72752d338ada6ec1c3fdfc06ddda05b41d#rd,2021-7-7,0.0,,1.0,0.0,137.0,1.0,1.0,,,,,1,1.0,,,,
257,【法律教育研究】预先医疗决定的中国面向——解释论的视角,http://mp.weixin.qq.com/s?__biz=MzIxODM4NTgxOQ==&mid=2247488065&idx=2&sn=ac5230d91a897879775071d5cd5b11e9&chksm=97ea0eb5a09d87a3b4a99673f91c1e2e681123769346c40a99c0fe7c692a5513dd84fa282eb3#rd,2021-7-7,0.0,,1.0,0.0,100.0,0.0,0.0,,,,,2,1.0,,,,
258,【法律教育研究】家庭教育地方立法的实践探索与理性思考,http://mp.weixin.qq.com/s?__biz=MzIxODM4NTgxOQ==&mid=2247488065&idx=3&sn=330d7e0b27c3bf18aa8d7f92d91ae783&chksm=97ea0eb5a09d87a33836dad4275df866cb2276f1eb5e293c97f30f0e1fccaaf8617c4404c85f#rd,2021-7-7,0.0,,1.0,0.0,120.0,1.0,9.0,,,,,3,1.0,,,,
259,庆祝中国共产党成立100周年,http://mp.weixin.qq.com/s?__biz=MzIxODM4NTgxOQ==&mid=2247488043&idx=1&sn=40a2e292be83dc5ddfe8c5c5c4c8dddb&chksm=97ea0edfa09d87c92f9d198a1f455ae8d99994ba0bc3c2dcc77a836de5ed283c225f8172f1db#rd,2021-7-1,0.0,,1.0,0.0,194.0,0.0,0.0,,,,,1,1.0,,,,
260,【文学历史研究】论明万历笔记的材料取舍,http://mp.weixin.qq.com/s?__biz=MzIxODM4NTgxOQ==&mid=2247488041&idx=1&sn=33b151ae1deac320336ed5a78ed7c337&chksm=97ea0edda09d87cb128f29da1af2c32393e3fb15b47fb2d63851aeca4d05e9a67df2c8b4e9af#rd,2021-6-30,0.0,,1.0,0.0,279.0,0.0,2.0,,,,,1,1.0,,,,
261,【文学历史研究】明人对《山海经》的阅读接受与明代学术,http://mp.weixin.qq.com/s?__biz=MzIxODM4NTgxOQ==&mid=2247488041&idx=2&sn=49c0b995bdba0efd9045f8ce8e7e1a06&chksm=97ea0edda09d87cb0a554a59230c7d390acd0326bb9c2e1e83f0e514fb4ddfd094234d07a368#rd,2021-6-30,0.0,,1.0,0.0,413.0,0.0,4.0,,,,,2,1.0,,,,
262,【文学历史研究】扬州“一州两格”与宋明帝的上台——孝武帝置王畿的政治影响,http://mp.weixin.qq.com/s?__biz=MzIxODM4NTgxOQ==&mid=2247488041&idx=3&sn=47cf0ba31aae2fc054bf4554cf59ee9e&chksm=97ea0edda09d87cb69805ccf0cd3a1413408ffd8ab728539e52eb4782d0af136b9129cd2f411#rd,2021-6-30,0.0,,1.0,0.0,143.0,0.0,0.0,,,,,3,1.0,,,,
263,【文学历史研究】《几何原本》同治四年刻本序作者辨——兼及该刻本的意义,http://mp.weixin.qq.com/s?__biz=MzIxODM4NTgxOQ==&mid=2247488041&idx=4&sn=3ee58f607b9bf45fbf0f38a83b304584&chksm=97ea0edda09d87cbb8983e317c05da50cb78f52e716b98b221490bff08a742e5bcb3c9a23439#rd,2021-6-30,0.0,,1.0,0.0,167.0,3.0,6.0,,,,,4,1.0,,,,
264,【党史学习专题】延安时期党的政治建设及其现实启示,http://mp.weixin.qq.com/s?__biz=MzIxODM4NTgxOQ==&mid=2247488019&idx=1&sn=dc7e2fbeb9362a89adb100e3973da682&chksm=97ea0ee7a09d87f13ab0628a7f390036f8de41378fa8531f438e0cf0070dafaf81793005bf3a#rd,2021-6-24,0.0,,1.0,0.0,218.0,0.0,0.0,,,,,1,1.0,,,,
265,【党史学习专题】“两个维护”的理论逻辑、 历史逻辑与现实逻辑,http://mp.weixin.qq.com/s?__biz=MzIxODM4NTgxOQ==&mid=2247488019&idx=2&sn=8fcc78d4de6148d3169da4fa61f8c16c&chksm=97ea0ee7a09d87f1f850559a3acbe8387441ff8b523de9eb404d83aac097b07bab7ed7e8bae3#rd,2021-6-24,0.0,,1.0,0.0,176.0,0.0,0.0,,,,,2,1.0,,,,
266,2021年第5期目录,http://mp.weixin.qq.com/s?__biz=MzIxODM4NTgxOQ==&mid=2247487989&idx=1&sn=fca33012fb3b24a9e8709c38fff2b478&chksm=97ea0d01a09d8417d61b7d7c46d643333605d0afdd421a3b588e64ab0e10ed3364175e0c3a08#rd,2021-6-9,0.0,,1.0,0.0,2897.0,4.0,4.0,,,,,1,1.0,,,,
267,【文学】陶渊明《荣木》的作年和篇旨——以末章为重点的重读,http://mp.weixin.qq.com/s?__biz=MzIxODM4NTgxOQ==&mid=2247487974&idx=1&sn=c680b22f1ad4d0a512d5c1e96f12a1b9&chksm=97ea0d12a09d8404c96ea4438d285a4d729c38a1c2c53c9e90810d4a179cc5d623fb4d8f0409#rd,2021-6-2,0.0,,1.0,1.0,344.0,0.0,2.0,,,,,1,1.0,,,,
268,【文学】东汉摩崖石刻《张汜雨雪辞》 冬季祈雨考辨,http://mp.weixin.qq.com/s?__biz=MzIxODM4NTgxOQ==&mid=2247487974&idx=2&sn=a75b2aea9d8f06aab76c31656aabfebd&chksm=97ea0d12a09d84043c990fbd320cc583229b6913a8162b3ae22bf3282a7d4383dee4f91c58cc#rd,2021-6-2,0.0,,1.0,1.0,297.0,1.0,6.0,,,,,2,1.0,,,,
269,【文学】“张飞捉周瑜”故事在通俗文学中的传播——兼论“非小说故事”文学地位的上移,http://mp.weixin.qq.com/s?__biz=MzIxODM4NTgxOQ==&mid=2247487974&idx=3&sn=a1011993c7b5b0ac6d67052fbb058937&chksm=97ea0d12a09d8404631deafa5f5d92dcc3b2342afcd641e304122e55471f7d1d9cb4f87a7f91#rd,2021-6-2,0.0,,1.0,1.0,711.0,3.0,8.0,,,,,3,1.0,,,,
270,【文学】从转语词角度看《方言》中的民族语判定问题——兼谈平行互证法的运用,http://mp.weixin.qq.com/s?__biz=MzIxODM4NTgxOQ==&mid=2247487974&idx=4&sn=29cafdfd710bd83b4f480bf6898d9e30&chksm=97ea0d12a09d8404f4dc9c58544a780dcdd368fc7dd9e9b3c8bc3f8315e2ae08f069962e2495#rd,2021-6-2,0.0,,1.0,1.0,100.0,0.0,1.0,,,,,4,1.0,,,,
271,【文学】《筱园诗话》象喻式表达的新变及意义,http://mp.weixin.qq.com/s?__biz=MzIxODM4NTgxOQ==&mid=2247487974&idx=5&sn=83fdf73696bda889cc4da858efbec429&chksm=97ea0d12a09d8404e78738c9bdf5c70f86be9bbb0a2088a64d5576d89e32010d7fc8403f1f39#rd,2021-6-2,0.0,,1.0,1.0,186.0,1.0,0.0,,,,,5,1.0,,,,
272,【教育】教育行政权力下放：演进历程、基本特征与趋势展望——以教育行政审批权为中心,http://mp.weixin.qq.com/s?__biz=MzIxODM4NTgxOQ==&mid=2247487943&idx=1&sn=acdc9ed7b4b54819ef9679097d2e92ff&chksm=97ea0d33a09d8425c7e2dab306bab12e54db00e5387934f09cea7bf81bbc19ea2d9197bfea33#rd,2021-5-26,0.0,,1.0,1.0,277.0,0.0,0.0,,,,,1,1.0,,,,
273,【教育】中国高校行业学院建设与发展研究,http://mp.weixin.qq.com/s?__biz=MzIxODM4NTgxOQ==&mid=2247487943&idx=2&sn=14740de04695874cf052bc44b023f28e&chksm=97ea0d33a09d8425e5af2c1dc79d1129a14f4e374b7d037ddd0ae0e7a11131bf4291c45b6eca#rd,2021-5-26,0.0,,1.0,1.0,123.0,0.0,0.0,,,,,2,1.0,,,,
