Unnamed: 0,year,month,year_month,account_name,monthly_articles,monthly_posts,monthly_read_10000_more,monthly_articles_origin,monthly_first_have_chaolianjie,monthly_first_have_newmedia,monthly_first_have_tupian1yinpin1shipin,monthly_likes_sum,monthly_old_likes_sum,monthly_likes_mean,monthly_old_likes_mean,monthly_likes_mean_first_post,monthly_old_likes_mean_first_post,monthly_likes_max,monthly_read_sum,monthly_read_mean,monthly_read_first_post,monthly_read_max,monthly_content_num,monthly_auther_reply_num,monthly_content_like_num,monthly_auther_like_num,monthly_titles
54,2021,7,2021-7,中国高校社会科学,12.0,4.0,0.0,0.0,0.0,1.0,1.0,14.0,31.0,1.1666666666666667,2.583333333333333,2.25,4.25,8.0,6591.0,549.25,2.25,2352.0,0.0,0.0,0.0,0.0,冯留建、王宇凤：健全自治、法治、德治相结合的乡村治理体系☀白维军、王邹恒瑞：寻求社区治理的包容性空间☀董学文：中国共产党对马克思主义文艺理论中国化的探索——写在中国共产党成立一百周年之际☀赖大仁：“人民文艺”百年历程：理论与实践——马克思主义文论中国化的一个视角☀肖贵清、车宗凯：中国共产党百年道路探索的历史逻辑☀任保平：中国共产党百年经济思想的政治经济学逻辑☀周绍东：中国共产党经济政策话语的百年变迁和创新成果☀臧峰宇、朱   梅：从思想到生活：马克思主义哲学大众化百年述要☀2021年第4期目录☀“高校马克思主义理论教育学术研讨会”综述☀百年大党的现代化求索——“中国共产党与中国现代化”理论研讨会综述☀“中国共产党精神谱系与红色文化资源育人”研讨会综述
55,2021,8,2021-8,中国高校社会科学,7.0,2.0,0.0,0.0,0.0,1.0,1.0,21.0,22.0,3.0,3.142857142857143,2.0,4.5,12.0,4638.0,662.5714285714286,2.0,1558.0,0.0,0.0,0.0,0.0,新时代我国社会主义法治建设的重大成果——《民法典》实施研究☀田    野：《民法典》背景下打破合同僵局的路径重估☀常鹏翱：《民法典》“房随地走、地随房走”的规范要义☀吴香香：请求权基础视角下《民法典》人格权的规范体系☀于程远：《民法典》背景下婚姻法回归民法的路径选择——兼论《民法典》分编转介规范的运用☀燕连福：中国共产党革命精神生成的哲学思考☀李梦云：中国共产党精神谱系的科学内涵
56,2021,9,2021-9,中国高校社会科学,10.0,4.0,0.0,0.0,0.0,1.0,1.0,27.0,29.0,2.7,2.9,2.75,2.0,8.0,6650.0,665.0,2.75,1962.0,0.0,0.0,0.0,0.0,王洛忠、李建呈：中国共产党建立健全公共服务体系的百年实践与经验☀陈朋：党建引领社区治理的内在逻辑及现实场景☀杨河、杨伊佳：科学社会主义理论与实践中的“市场经济”问题☀唐正东：《共产党宣言》的唯物史观视域及其理论意义☀靳诺：开拓马克思主义中国化的新境界☀沈湘平：坚持把马克思主义基本原理同中华优秀传统文化相结合☀王炳林、张雨：伟大建党精神和中国共产党精神谱系的关系探析☀2021年第5期目录☀“传承南梁精神 培育时代新人”学术研讨会综述☀欢迎投稿   欢迎订阅
57,2021,10,2021-10,中国高校社会科学,10.0,7.0,0.0,0.0,0.0,1.0,1.0,25.0,47.0,2.5,4.7,2.857142857142857,6.0,9.0,7412.0,741.2,2.857142857142857,2723.0,0.0,0.0,0.0,0.0,郭常英、贾萌萌：近代上海慈善义演的形塑与演进☀王  林：论中国近代慈善组织公信力的评价标准☀“中国式现代化新道路”学术研讨会暨《中国高校社会科学》读者作者座谈会成功召开☀赵学勇、魏欣怡：新中国成立前后的“戏改”路向及“大众化”实践☀徐芳依：新主流人物传记片的艺术伦理与道德建构☀“中国共产党百年奋斗的重大成就和历史经验”学术研讨会征文启事☀《这就是百年大党》出版发行☀“中国式现代化新道路”学术研讨会暨《中国高校社会科学》读者作者座谈会邀请函☀于文豪：中国特色减贫道路的法治逻辑☀韩立余、梁意：汇率与补贴关系的全球治理
58,2021,11,2021-11,中国高校社会科学,9.0,4.0,0.0,0.0,0.0,1.0,1.0,8.0,19.0,0.8888888888888888,2.111111111111111,0.75,2.75,4.0,6196.0,688.4444444444445,0.75,1951.0,0.0,0.0,0.0,0.0,姚卫群：古代中西印哲学中的真理观念比较☀王增福:论麦克道尔对康德哲学的黑格尔式超越☀吴功青:从想象到理性的跳跃：驳德勒兹的斯宾诺莎解释☀侯衍社、安昊楠：思想史视域中的共同体与权力形式嬗变☀马慎萧、朱冰霞：超额剩余价值从何而来——基于“自创论”“转移论”“综合论”的梳理与思考☀杨继瑞、杨蓉：习近平新时代区域协调发展重要论述溯源与探讨☀陶文昭：创造人类文明新形态☀2021年第6期目录☀《中国高校社会科学》2021年总目录
59,2021,12,2021-12,中国高校社会科学,9.0,4.0,0.0,0.0,0.0,1.0,1.0,8.0,25.0,0.8888888888888888,2.7777777777777777,1.25,2.0,3.0,2890.0,321.1111111111111,1.25,712.0,0.0,0.0,0.0,0.0,王中平、吴汉全：五四时期的“主义”语境与马克思主义在中国的传播☀赵小琪、王金凤：抗战时期来华西方左翼作家笔下的中国共产党形象☀李小贝：对文艺批评是“真批评”的理论思考☀雷晓康：推动我国社会保障高质量发展可持续发展☀高传胜、崔秀雅：长期照护保险的基本理论与政策问题再讨论☀陈彦斌：需求侧管理的内涵与落实：宏观政策“三策合一”视角☀胡登峰：大数据资源管理与新型产业创新生态系统建设☀叶敏：论个人信息数据产权的合法取得与民事保护☀陈星宇：论信托的准主体性
60,2022,1,2022-1,中国高校社会科学,9.0,3.0,0.0,0.0,0.0,1.0,1.0,35.0,59.0,3.888888888888889,6.555555555555555,5.333333333333333,8.333333333333334,11.0,8738.0,970.8888888888888,5.333333333333333,2902.0,0.0,0.0,0.0,0.0,庄忠正：再论《资本论》的“科学性”☀沈尤佳：《1844年经济学哲学手稿》对国民经济学贫困思想的批判☀王峰明、周晓：生产性劳动的转化及其理论效应辩难——从马克思《资本论》看奈格里和哈特的非物质劳动理论☀王炳林：充分发挥更为主动的精神力量☀任晓伟：中国共产党百年奋斗对世界社会主义的原创性贡献☀宋学勤、卫玮岑：三个历史决议的时代价值与未来导向☀2022年第1期目录☀“中国共产党百年奋斗的重大成就和历史经验”学术研讨会召开☀2022年《中国高校社会科学》参考选题
61,2022,2,2022-2,中国高校社会科学,8.0,3.0,0.0,0.0,0.0,1.0,1.0,13.0,32.0,1.625,4.0,2.333333333333333,2.333333333333333,4.0,3456.0,432.0,2.333333333333333,710.0,0.0,0.0,0.0,0.0,韩宇瑄、唐忠宝：革命意识与五四文学新变☀江守义：民间元素与延安文艺大众化☀郑师渠：中华民族共同体意识的近代思想论争——从傅斯年、顾颉刚到费孝通、白寿彝☀湛风涛：中国共产党教育培训的早期探索☀贺学琴：高校理想信念教育制度化探析☀林光彬、徐振江：互联网平台“虚拟空间”地租理论研究☀彭中遥:《民法典》中生态环境损害代修复制度之探析☀左海聪、闫旭：论国际投资协定中公平公正待遇的义务要素
62,2022,3,2022-3,中国高校社会科学,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0,0.0,2.0,0.0,2.0,0.0,3089.0,1544.5,0.0,1853.0,0.0,0.0,0.0,0.0,2022年第2期目录☀“中国共产党国家治理现代化的理论与实践”学术研讨会征文启事
63,2022,4,2022-4,中国高校社会科学,11.0,4.0,0.0,0.0,0.0,1.0,1.0,14.0,40.0,1.2727272727272727,3.636363636363636,1.5,4.5,3.0,4478.0,407.09090909090907,1.5,878.0,0.0,0.0,0.0,0.0,焦艳玲：人脸识别的侵权责任认定☀梅    傲：涉外人工智能侵权的司法进路☀房正：中国共产党自我革命的三重解读☀袁济喜：唐诗与竹林七贤☀赵晓梅、党圣元：刘勰《文心雕龙》文体伦理思想论析☀宇文利：新时代加强李大钊研究的若干思考☀王继平、武永峰：论抗战时期文化人的贡献☀郭燕飞、刘本森：解放战争时期立功运动的兴起和推广☀张一兵：一定社会性质的物质生产、现实的个人与社会观念——马克思中晚期经济学研究对历史唯物主义的深化☀高广旭：《资本论》与马克思政治哲学建构的规范性课题☀王校楠：异化、拜物教、物化与价值形式——基于20世纪20年代两种《资本论》解读路径的概念考察
64,2022,5,2022-5,中国高校社会科学,4.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,6.0,0.5,1.5,1.0,4.0,1.0,1487.0,371.75,1.0,792.0,0.0,0.0,0.0,0.0,杨宏山、李悟：赋权与引领：城市社区共治的行动逻辑☀宋义明、张士海：数字经济与我国经济高质量发展☀王峰、郭亚欣：中国共产党弘扬历史主动精神研究☀谢茜、夏立平：中国特色海洋文化建设探析
65,2022,6,2022-6,中国高校社会科学,17.0,9.0,0.0,0.0,0.0,1.0,1.0,49.0,134.0,2.8823529411764706,7.882352941176471,2.0,5.111111111111111,11.0,16387.0,963.9411764705884,2.0,3359.0,0.0,0.0,0.0,0.0,卢成仁：从以人为中心到人与自然协同演化：费孝通生态思想研究☀张振：西方生态批评的第三波浪潮——人类世话语及局限☀戚建刚、张晓旋：论新发展格局与知识产权新发展思路☀文杰：信托与成年监护协同应用的法律规则构建☀李继凯：在文化磨合与创化中开拓革命文论新境界——重识《在延安文艺座谈会上的讲话》☀周维东：长征书写与过渡期延安文学——“长征文学”的起源及其文学史意义☀赵勇、卞友江：以人民为中心”文艺重要论述再认识☀陈小亮、陈彦斌：结构政策的内涵、意义与实施策略——宏观政策“三策合一”的视角☀肖潇：我国新个体经济发展探析☀李忠军、杨科：马克思恩格斯组织思想的方法论内涵探析☀李厚羿：马克思政治经济学中精神生产概念的当代视野☀张祥龙：海德格尔的形式显示方法和《存在与时间》☀沈江平：比较视野下的中国式现代化道路☀方建：全面建成小康社会为全面建设社会主义现代化国家奠定坚实基础☀顾海良：马克思主义的历史发展与21世纪马克思主义的时代课题☀陈金龙：中国式现代化的规律叙事☀2022年第3期目录
66,2022,7,2022-7,中国高校社会科学,6.0,3.0,0.0,0.0,0.0,1.0,1.0,20.0,46.0,3.333333333333333,7.666666666666667,1.6666666666666667,6.0,8.0,8167.0,1361.1666666666667,1.6666666666666667,3115.0,0.0,0.0,0.0,0.0,江林昌：先秦哲学的中华文明基础☀李凤亮：从文化自觉、文化自信到文明创新——中国共产党百年征程的文化贡献探赜☀吕忠梅：习近平法治思想的生态文明法治理论之核心命题：人与自然生命共同体☀孙来斌：论习近平新时代中国特色社会主义思想对马克思主义的原创性贡献☀郝立新：当代中国马克思主义的文化意涵☀2022年第4期目录
67,2022,8,2022-8,中国高校社会科学,9.0,3.0,0.0,0.0,0.0,1.0,1.0,21.0,46.0,2.333333333333333,5.111111111111111,4.0,6.666666666666667,9.0,5912.0,656.8888888888889,4.0,1665.0,0.0,0.0,0.0,0.0,全永波：海洋环境跨界治理的国家责任☀王  楠：为海洋保护贡献历史智慧——中西方海洋生态史学的范式、流派与交融互鉴☀马天平、李心宸：新学科服务新经济：体育经济学学科建设探析☀钱志熙：论《诗经》“君子”称谓的时代内涵及价值☀谢贵安：清代史学的近代择受及重构论析☀朱良志：中国艺术的“不作时史”问题☀傅守祥、陈姗姗：《红楼梦》的世家日常享乐及其文化意蕴探微☀欧阳恩钱：规划法学：迈向生态环境治理现代化的环境法方法论☀唐克、王灿发：破局生态环境损害赔偿制度违法性困境的伦理学自觉
68,2022,9,2022-9,中国高校社会科学,9.0,5.0,0.0,0.0,0.0,1.0,1.0,9.0,18.0,1.0,2.0,1.0,2.0,3.0,5502.0,611.3333333333334,1.0,2916.0,0.0,0.0,0.0,0.0,罗楚亮、梁晓慧：完善数字经济背景下的收入分配机制☀邢占军、杨永伟：论中国式现代化进程中的乡村振兴☀汪立峰：定点帮扶与乡村振兴——以教育部帮扶河北青龙为例☀杨 河、杨伊佳：习近平新时代中国特色社会主义思想的世界观和方法论☀陶文昭：中国式现代化的伟大创造☀项久雨：思想建党和制度治党同向发力——新时代党内集中教育的鲜明特色与经验启示☀欢迎投稿   欢迎订阅☀2022年第5期目录☀高校哲学社会科学“有组织科研”理论研讨会综述
Unnamed: 0,year,month,year_month,account_name,monthly_articles,monthly_posts,monthly_read_10000_more,monthly_articles_origin,monthly_first_have_chaolianjie,monthly_first_have_newmedia,monthly_first_have_tupian1yinpin1shipin,monthly_likes_sum,monthly_old_likes_sum,monthly_likes_mean,monthly_old_likes_mean,monthly_likes_mean_first_post,monthly_old_likes_mean_first_post,monthly_likes_max,monthly_read_sum,monthly_read_mean,monthly_read_first_post,monthly_read_max,monthly_content_num,monthly_auther_reply_num,monthly_content_like_num,monthly_auther_like_num,monthly_titles
0,2017,1,2017-1,中州学刊,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,6.0,0.0,6.0,0.0,6.0,0.0,718.0,718.0,0.0,718.0,0.0,0.0,0.0,0.0,中州学刊•目录 | 2016年第12期目录
1,2017,2,2017-2,中州学刊,2.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,14.0,0.0,7.0,0.0,7.0,0.0,2016.0,1008.0,0.0,1068.0,0.0,0.0,0.0,0.0,中州学刊•目录 | 2017年第2期目录☀中州学刊•目录 | 2017年第1期目录
2,2017,3,2017-3,中州学刊,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,1487.0,1487.0,0.0,1487.0,0.0,0.0,0.0,0.0,中州学刊•目录 | 2017年第3期目录
3,2017,4,2017-4,中州学刊,2.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,5.0,0.0,2.5,0.0,2.5,0.0,1366.0,683.0,0.0,711.0,0.0,0.0,0.0,0.0,中州学刊•目录 | 2017年第4期目录☀中州学刊•目录 | 2017年第4期目录
4,2017,5,2017-5,中州学刊,4.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,13.0,0.0,3.25,0.0,3.25,0.0,1642.0,410.5,0.0,1099.0,0.0,0.0,0.0,0.0,《中州学刊》主办“生态文明与法治建设” 学术研讨会☀《中州学刊》主办“生态文明与法治建设” 学术研讨会☀《中州学刊》主办“生态文明与法治建设” 学术研讨会☀中州学刊•目录 | 2017年第5期目录
5,2017,6,2017-6,中州学刊,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,974.0,974.0,0.0,974.0,0.0,0.0,0.0,0.0,中州学刊•目录 | 2017年第6期目录
6,2017,7,2017-7,中州学刊,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,943.0,943.0,0.0,943.0,0.0,0.0,0.0,0.0,中州学刊•目录 | 2017年第7期目录
7,2017,8,2017-8,中州学刊,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,6.0,0.0,6.0,0.0,6.0,0.0,963.0,963.0,0.0,963.0,0.0,0.0,0.0,0.0,中州学刊•目录 | 2017年第8期目录
8,2017,9,2017-9,中州学刊,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,13.0,0.0,13.0,0.0,13.0,0.0,1310.0,1310.0,0.0,1310.0,0.0,0.0,0.0,0.0,中州学刊•目录 | 2017年第9期目录
9,2017,10,2017-10,中州学刊,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,11.0,0.0,11.0,0.0,11.0,0.0,1295.0,1295.0,0.0,1295.0,0.0,0.0,0.0,0.0,中州学刊•目录 | 2017年第10期目录
10,2017,11,2017-11,中州学刊,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,1275.0,1275.0,0.0,1275.0,0.0,0.0,0.0,0.0,中州学刊•目录 | 2017年第11期目录
11,2017,12,2017-12,中州学刊,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,9.0,0.0,9.0,0.0,9.0,0.0,1089.0,1089.0,0.0,1089.0,0.0,0.0,0.0,0.0,中州学刊•目录 | 2017年第12期目录
12,2018,1,2018-1,中州学刊,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,19.0,0.0,19.0,0.0,19.0,0.0,2522.0,2522.0,0.0,2522.0,0.0,0.0,0.0,0.0,中州学刊•发布| 《中州学刊》2018年度重点选题
13,2018,2,2018-2,中州学刊,2.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,17.0,0.0,8.5,0.0,8.5,0.0,2862.0,1431.0,0.0,1484.0,0.0,0.0,0.0,0.0,中州学刊•目录 | 2018年第2期目录☀中州学刊•目录 | 2018年第1期目录
14,2018,3,2018-3,中州学刊,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,6.0,0.0,6.0,0.0,6.0,0.0,1665.0,1665.0,0.0,1665.0,0.0,0.0,0.0,0.0,中州学刊•目录 | 2018年第3期目录
15,2018,4,2018-4,中州学刊,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
16,2018,5,2018-5,中州学刊,6.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,12.0,0.0,2.0,0.0,4.5,0.0,948.0,158.0,0.0,429.0,0.0,0.0,0.0,0.0,马克思为什么是“千年第一思想家”，习近平说透了☀纪念马克思，习近平讲话回答了四个重要问题☀第二届世界马克思主义大会在北京大学开幕☀中州学刊•观点 | 著名粮食经济学家丁声俊•确保“天下粮安”是国家重大战略（二）☀中州学刊•观点 | 著名粮食经济学家丁声俊•确保“天下粮安”是国家重大战略（三）☀中州学刊•观点 | 著名粮食经济学家丁声俊•确保“天下粮安”是国家重大战略（一）
17,2018,6,2018-6,中州学刊,2.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,12.0,0.5,6.0,0.5,6.0,1.0,2234.0,1117.0,0.5,1276.0,0.0,0.0,0.0,0.0,中州学刊•目录 | 2018年第6期目录☀中州学刊•目录 | 2018年第4期目录
18,2018,7,2018-7,中州学刊,3.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,17.0,0.0,5.666666666666667,0.0,5.666666666666667,0.0,4878.0,1626.0,0.0,1888.0,0.0,0.0,0.0,0.0,中州学刊•目录 | 2018年第7期目录☀《中州学刊》庆祝改革开放40周年专题研究征稿启事☀中州学刊•目录 | 2018年第5期目录
19,2018,8,2018-8,中州学刊,7.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,13.0,0.0,1.8571428571428568,0.0,3.0,0.0,2678.0,382.57142857142856,0.0,1378.0,0.0,0.0,0.0,0.0,中州学刊•目录 | 2018年第8期目录☀中州学刊•观点 |欧阳友权•改革开放视野中的网络文学20年☀中州学刊•观点 |许苗苗•网络文学20年发展及其社会文化价值☀中州学刊•观点 |禹建湘•产业化背景下网络文学20年的写作生态嬗变☀中州学刊•观点 |周兴杰•网络文学20年接受方式的转变☀中州学刊•观点 |杨立新•用现行民法规则解决人工智能法律调整问题的尝试☀中州学刊•观点 | 张光辉•中国生态文明建设的理念变迁及发展进路
20,2018,9,2018-9,中州学刊,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,10.0,0.0,10.0,0.0,10.0,0.0,1558.0,1558.0,0.0,1558.0,0.0,0.0,0.0,0.0,中州学刊•目录 | 2018年第9期目录
21,2018,10,2018-10,中州学刊,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,7.0,0.0,7.0,0.0,7.0,0.0,1408.0,1408.0,0.0,1408.0,0.0,0.0,0.0,0.0,中州学刊•目录 | 2018年第10期目录
22,2018,11,2018-11,中州学刊,4.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,8.0,0.0,2.0,0.0,2.333333333333333,0.0,1882.0,470.5,0.0,1344.0,0.0,0.0,0.0,0.0,中州学刊•观点 |陈 甦•改革开放40年来我国经济体制与经济法制的互动发展☀中州学刊•目录 | 2018年第11期目录☀中州学刊 • 发布  | 《王梦奎文集》出版☀中州学刊•观点 |丁声俊•四十春秋谱写皇皇巨著 ——读《王梦奎文集》
23,2018,12,2018-12,中州学刊,2.0,1.0,0.0,0.0,0.0,1.0,1.0,8.0,0.0,4.0,0.0,5.0,0.0,5.0,3912.0,1956.0,5.0,2798.0,0.0,0.0,0.0,0.0,中州学刊•发布| 《中州学刊》2019年度重点选题☀中州学刊•目录 | 2018年第12期目录
24,2019,1,2019-1,中州学刊,1.0,1.0,0.0,0.0,0.0,1.0,1.0,12.0,0.0,12.0,0.0,12.0,0.0,12.0,1679.0,1679.0,12.0,1679.0,0.0,0.0,0.0,0.0,中州学刊•目录 | 2019年第1期目录
25,2019,2,2019-2,中州学刊,4.0,4.0,0.0,0.0,0.0,1.0,1.0,7.0,0.0,1.75,0.0,1.75,0.0,5.0,2800.0,700.0,1.75,1984.0,0.0,0.0,0.0,0.0,中州学刊•目录 | 2019年第2期目录☀中州学刊•观点 |王泽应 刘利乐•当代世界逆全球化现象的伦理审视☀中州学刊•观点 |焦 国 成•孔子“一贯之道”定论析疑☀中州学刊•观点 |丁声俊•我国粮业70年改革发展历程与经验启示
26,2019,3,2019-3,中州学刊,1.0,1.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,3.0,0.0,3.0,0.0,3.0,1965.0,1965.0,3.0,1965.0,0.0,0.0,0.0,0.0,中州学刊•目录 | 2019年第3期目录
27,2019,4,2019-4,中州学刊,1.0,1.0,0.0,0.0,0.0,1.0,1.0,8.0,0.0,8.0,0.0,8.0,0.0,8.0,2284.0,2284.0,8.0,2284.0,0.0,0.0,0.0,0.0,中州学刊•目录 | 2019年第4期目录
28,2019,5,2019-5,中州学刊,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,1951.0,1951.0,2.0,1951.0,0.0,0.0,0.0,0.0,中州学刊•目录 | 2019年第5期目录
29,2019,6,2019-6,中州学刊,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,758.0,758.0,2.0,758.0,0.0,0.0,0.0,0.0,“学术期刊高质量发展研讨会”暨“《中州学刊》创刊40周年座谈会”在郑州举行
30,2019,7,2019-7,中州学刊,3.0,3.0,0.0,0.0,0.0,1.0,1.0,6.0,0.0,2.0,0.0,2.0,0.0,2.0,3777.0,1259.0,2.0,1987.0,0.0,0.0,0.0,0.0,中州学刊•观点 |丁声俊•以“两山论”为引领振兴中国木本粮油特色产业☀中州学刊•目录 | 2019年第7期目录☀中州学刊•目录 | 2019年第6期目录
31,2019,8,2019-8,中州学刊,5.0,3.0,0.0,0.0,0.0,1.0,1.0,15.0,0.0,3.0,0.0,4.333333333333333,0.0,6.0,4093.0,818.6,4.333333333333333,2218.0,0.0,0.0,0.0,0.0,中州学刊•观点 |李建华  江梓豪•人类命运共同体构建的几个前提性问题初探☀中州学刊•观点 |孙春晨•新中国70年中国伦理思想史研究☀中州学刊•观点 |任丑  沈冬香•食物伦理律令探究☀中州学刊•目录 | 2019年第8期目录☀中州学刊•观点 |高自龙•多元有序：我国学术期刊评价体系建设展望
32,2019,9,2019-9,中州学刊,1.0,1.0,0.0,0.0,0.0,1.0,1.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,2238.0,2238.0,5.0,2238.0,0.0,0.0,0.0,0.0,中州学刊•目录 | 2019年第9期目录
33,2019,10,2019-10,中州学刊,1.0,1.0,0.0,0.0,0.0,1.0,1.0,8.0,0.0,8.0,0.0,8.0,0.0,8.0,2463.0,2463.0,8.0,2463.0,0.0,0.0,0.0,0.0,中州学刊•目录 | 2019年第10期目录
34,2019,11,2019-11,中州学刊,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
35,2019,12,2019-12,中州学刊,5.0,5.0,0.0,0.0,0.0,1.0,1.0,24.0,3.0,4.8,0.6,4.8,0.6,15.0,9633.0,1926.6,4.8,4389.0,0.0,0.0,0.0,0.0,中州学刊•观点 |蒋和平等•新时期中国粮食安全保障的隐患与解决建议☀中州学刊•观点 |郑风田  普蓂喆•反思政策性粮食储备体系：目标分解与制度重构☀中州学刊•发布| 《中州学刊》2020年度重点选题☀中州学刊•目录 | 2019年第12期目录☀中州学刊•目录 | 2019年第11期目录
36,2020,1,2020-1,中州学刊,1.0,1.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,3.0,0.0,3.0,0.0,3.0,995.0,995.0,3.0,995.0,0.0,0.0,0.0,0.0,中州学刊•观点 |孙佑海•从反思到重塑：国家治理现代化视域下的生态文明法律体系
37,2020,2,2020-2,中州学刊,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
38,2020,3,2020-3,中州学刊,4.0,4.0,0.0,0.0,0.0,1.0,1.0,27.0,1.0,6.75,0.25,6.75,0.25,9.0,6305.0,1576.25,6.75,2639.0,0.0,0.0,0.0,0.0,中州学刊•目录 | 2020年第2期目录☀中州学刊•观点 |甘绍平•市场自由的伦理限度☀中州学刊•观点 |丁声俊•中美经贸摩擦背景下确保国家粮食安全的理性应对☀中州学刊•目录 | 2020年第1期目录
39,2020,4,2020-4,中州学刊,2.0,2.0,0.0,0.0,0.0,1.0,1.0,15.0,6.0,7.5,3.0,7.5,3.0,11.0,4532.0,2266.0,7.5,3617.0,0.0,0.0,0.0,0.0,中州学刊•目录 | 2020年第3期目录☀中州学刊•观点 |靳永翥等•“智慧信任”：数字革命背景下构建基层社会共同体的新动力
40,2020,5,2020-5,中州学刊,1.0,1.0,0.0,0.0,0.0,1.0,1.0,4.0,0.0,4.0,0.0,4.0,0.0,4.0,3619.0,3619.0,4.0,3619.0,0.0,0.0,0.0,0.0,中州学刊•目录 | 2020年第4期目录
41,2020,6,2020-6,中州学刊,1.0,1.0,0.0,0.0,0.0,1.0,1.0,4.0,10.0,4.0,10.0,4.0,10.0,4.0,3279.0,3279.0,4.0,3279.0,0.0,0.0,0.0,0.0,中州学刊•目录 | 2020年第5期目录
42,2020,7,2020-7,中州学刊,8.0,6.0,0.0,0.0,0.0,1.0,1.0,36.0,30.0,4.5,3.75,5.333333333333333,4.833333333333333,15.0,9603.0,1200.375,5.333333333333333,4175.0,0.0,0.0,0.0,0.0,中州学刊•观点 |晏 辉•从权力政治到生命政治：两种场域与两种路向☀中州学刊•观点 |吴献举•国家形象跨文化传播的系统特性与实现路径☀中州学刊•观点 |张康之•论风险社会中人的生命价值的优先性☀中州学刊•观点 |高圣平•《民法典》视野下所有权保留交易的法律构成☀中州学刊•观点 |刘保玉  张烜东•论动产融资租赁物的所有权登记及其对抗效力☀中州学刊•观点 |何颖来•《民法典》中有追索权保理的法律构造☀中州学刊•观点 |谢遐龄•论陆九渊心学的思想史地位☀中州学刊•目录 | 2020年第6期目录
43,2020,8,2020-8,中州学刊,1.0,1.0,0.0,0.0,0.0,1.0,1.0,3.0,7.0,3.0,7.0,3.0,7.0,3.0,3896.0,3896.0,3.0,3896.0,0.0,0.0,0.0,0.0,中州学刊•目录 | 2020年第7期目录
44,2020,9,2020-9,中州学刊,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,3513.0,3513.0,1.0,3513.0,0.0,0.0,0.0,0.0,中州学刊•目录 | 2020年第8期目录
45,2020,10,2020-10,中州学刊,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,6.0,2.0,6.0,2.0,6.0,2.0,3514.0,3514.0,2.0,3514.0,0.0,0.0,0.0,0.0,中州学刊•目录 | 2020年第9期目录
46,2020,11,2020-11,中州学刊,2.0,2.0,0.0,0.0,0.0,1.0,1.0,6.0,6.0,3.0,3.0,3.0,3.0,5.0,3671.0,1835.5,3.0,3175.0,0.0,0.0,0.0,0.0,中州学刊•观点 |［德］拉塞•夸尔克著  王德政译•人工智能机器人的刑事可罚性☀中州学刊•目录 | 2020年第10期目录
